ETER_ID,Name,Category,Institution_Category_Standardized,Member_of_European_University_alliance,Url,NUTS2,NUTS2_Label_2016,NUTS2_Label_2021,NUTS3,NUTS3_Label_2016,NUTS3_Label_2021
DE0137,Staatliche Hochschule für Musik und Darstellende Kunst Mannheim,public,Other,No,www.muho-mannheim.de,DE12,Karlsruhe,Karlsruhe,DE126,"Mannheim, Stadtkreis","Mannheim, Stadtkreis"
DE0138,Staatliche Akademie der Bildenden Künste Stuttgart,public,Other,No,www.abk-stuttgart.de,DE11,Stuttgart,Stuttgart,DE111,"Stuttgart, Stadtkreis","Stuttgart, Stadtkreis"
DE0139,Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart,public,Other,No,www.hmdk-stuttgart.de,DE11,Stuttgart,Stuttgart,DE111,"Stuttgart, Stadtkreis","Stuttgart, Stadtkreis"
DE0140,Staatliche Hochschule für Musik Trossingen,public,Other,No,www.mh-trossingen.de,DE13,Freiburg,Freiburg,DE137,Tuttlingen,Tuttlingen
DE0141,Akademie der Bildenden Künste München,public,Other,No,www.adbk.de,DE21,Oberbayern,Oberbayern,DE212,"München, Kreisfreie Stadt","München, Kreisfreie Stadt"
DE0142,Hochschule für Fernsehen und Film München,public,Other,No,www.hff-muc.de,DE21,Oberbayern,Oberbayern,DE212,"München, Kreisfreie Stadt","München, Kreisfreie Stadt"
DE0143,Hochschule für Musik und Theater München,public,Other,No,hmtm.de,DE21,Oberbayern,Oberbayern,DE212,"München, Kreisfreie Stadt","München, Kreisfreie Stadt"
DE0144,Akademie der Bildenden Künste Nürnberg,public,Other,No,www.adbk-nuernberg.de,DE25,Mittelfranken,Mittelfranken,DE254,"Nürnberg, Kreisfreie Stadt","Nürnberg, Kreisfreie Stadt"
DE0145,Hochschule für Musik Nürnberg,public,Other,No,www.hfm-nuernberg.de,DE25,Mittelfranken,Mittelfranken,DE254,"Nürnberg, Kreisfreie Stadt","Nürnberg, Kreisfreie Stadt"
DE0146,Hochschule für Musik Würzburg,public,Other,No,www.hfm-wuerzburg.de,DE26,Unterfranken,Unterfranken,DE263,"Würzburg, Kreisfreie Stadt","Würzburg, Kreisfreie Stadt"
DE0149,Universität der Künste Berlin,public,Other,No,www.udk-berlin.de,DE30,Berlin,Berlin,DE300,Berlin,Berlin
DE0150,Weißensee Kunsthochschule Berlin,public,Other,No,www.kh-berlin.de,DE30,Berlin,Berlin,DE300,Berlin,Berlin
DE0151,Hochschule für Musik Hanns Eisler Berlin,public,Other,No,www.hfm-berlin.de,DE30,Berlin,Berlin,DE300,Berlin,Berlin
DE0152,"Hochschule für Schauspielkunst ""Ernst Busch"" Berlin",public,Other,No,www.hfs-berlin.de,DE30,Berlin,Berlin,DE300,Berlin,Berlin
DE0153,Filmuniversität Babelsberg Konrad Wolf,public,University,No,www.filmuniversitaet.de,DE40,Brandenburg,Brandenburg,DE404,"Potsdam, Kreisfreie Stadt","Potsdam, Kreisfreie Stadt"
DE0154,Hochschule für Künste Bremen,public,Other,No,www.hfk-bremen.de,DE50,Bremen,Bremen,DE501,"Bremen, Kreisfreie Stadt","Bremen, Kreisfreie Stadt"
DE0155,Hochschule für Bildende Künste Hamburg,public,Other,No,www.hfbk-hamburg.de,DE60,Hamburg,Hamburg,DE600,Hamburg,Hamburg
DE0156,Hochschule für Musik und Theater Hamburg,public,Other,No,www.hfmt-hamburg.de,DE60,Hamburg,Hamburg,DE600,Hamburg,Hamburg
DE0157,Staatliche Hochschule für Bildende Künste Frankfurt a.M. (Städelschule),public,Other,No,www.staedelschule.de,DE71,Darmstadt,Darmstadt,DE712,"Frankfurt am Main, Kreisfreie Stadt","Frankfurt am Main, Kreisfreie Stadt"
DE0158,Hochschule für Musik und Darstellende Kunst Frankfurt a.M.,public,Other,No,www.hfmdk-frankfurt.de,DE71,Darmstadt,Darmstadt,DE712,"Frankfurt am Main, Kreisfreie Stadt","Frankfurt am Main, Kreisfreie Stadt"
DE0159,Hochschule für Gestaltung Offenbach,public,Other,No,www.hfg-offenbach.de,DE71,Darmstadt,Darmstadt,DE713,"Offenbach am Main, Kreisfreie Stadt","Offenbach am Main, Kreisfreie Stadt"
DE0160,"Hochschule für Musik und Theater, Rostock",public,Other,No,www.hmt-rostock.de,DE80,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,DE803,"Rostock, Kreisfreie Stadt","Rostock, Kreisfreie Stadt"
DE0161,Hochschule für Bildende Künste Braunschweig,public,Other,No,www.hbk-bs.de,DE91,Braunschweig,Braunschweig,DE911,"Braunschweig, Kreisfreie Stadt","Braunschweig, Kreisfreie Stadt"
DE0162,"Hochschule für Musik, Theater und Medien Hannover",public,Other,No,www.hmtm-hannover.de,DE92,Hannover,Hannover,DE929,Region Hannover,Region Hannover
DE0163,Hochschule für Musik Detmold,public,Other,No,www.hfm-detmold.de,DEA4,Detmold,Detmold,DEA45,Lippe,Lippe
DE0164,Kunstakademie Düsseldorf,public,Other,No,www.kunstakademie-duesseldorf.de,DEA1,Düsseldorf,Düsseldorf,DEA11,"Düsseldorf, Kreisfreie Stadt","Düsseldorf, Kreisfreie Stadt"
DE0165,Robert-Schumann-Hochschule Düsseldorf,public,Other,No,www.rsh-duesseldorf.de,DEA1,Düsseldorf,Düsseldorf,DEA11,"Düsseldorf, Kreisfreie Stadt","Düsseldorf, Kreisfreie Stadt"
